2020-08-16 18:00:46,351 INFO pid=18873 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2020-11-25 19:55:04,547 INFO pid=10259 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2020-11-25 19:55:04,547 INFO pid=10259 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2020-12-09 10:47:55,865 INFO pid=3281 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2020-12-09 10:47:55,867 INFO pid=3281 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2020-12-09 10:47:55,881 INFO pid=3281 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2020-12-09 10:47:55,898 INFO pid=3281 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2020-12-09 10:47:55,898 INFO pid=3281 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2020-12-20 14:05:57,805 INFO pid=3245 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2020-12-20 14:05:57,807 INFO pid=3245 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2020-12-20 14:05:57,811 INFO pid=3245 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2020-12-20 14:05:57,847 INFO pid=3245 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2020-12-20 14:05:57,847 INFO pid=3245 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-01-16 17:48:55,433 INFO pid=3288 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-01-16 17:48:55,436 INFO pid=3288 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-01-16 17:48:55,452 INFO pid=3288 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-01-16 17:48:55,461 INFO pid=3288 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-01-16 17:48:55,461 INFO pid=3288 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-01-28 15:43:20,009 INFO pid=3249 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-01-28 15:43:20,023 INFO pid=3249 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-01-28 15:43:20,033 INFO pid=3249 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-01-28 15:43:20,057 INFO pid=3249 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-01-28 15:43:20,057 INFO pid=3249 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-01-28 15:49:25,682 INFO pid=10340 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-01-28 15:49:25,700 INFO pid=10340 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-01-28 15:49:25,712 INFO pid=10340 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-01-28 15:49:25,714 INFO pid=10340 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-01-28 15:49:25,714 INFO pid=10340 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-01-28 15:53:25,440 INFO pid=12660 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-01-28 15:53:25,444 INFO pid=12660 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-01-28 15:53:25,447 INFO pid=12660 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-01-28 15:53:25,457 INFO pid=12660 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-01-28 15:53:25,458 INFO pid=12660 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-01-28 16:02:56,997 INFO pid=18517 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-01-28 16:02:57,010 INFO pid=18517 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-01-28 16:02:57,020 INFO pid=18517 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-01-28 16:02:57,036 INFO pid=18517 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-01-28 16:02:57,036 INFO pid=18517 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-04 08:33:55,064 INFO pid=3181 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-04 08:33:55,070 INFO pid=3181 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-04 08:33:55,080 INFO pid=3181 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-04 08:33:55,082 INFO pid=3181 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-04 08:33:55,083 INFO pid=3181 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-10 11:14:17,248 INFO pid=3363 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-10 11:14:17,265 INFO pid=3363 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-10 11:14:17,286 INFO pid=3363 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-10 11:14:17,310 INFO pid=3363 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-10 11:14:17,310 INFO pid=3363 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-12 21:03:38,003 INFO pid=1737 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-12 21:03:38,010 INFO pid=1737 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-12 21:03:38,023 INFO pid=1737 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-12 21:03:38,043 INFO pid=1737 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-12 21:03:38,043 INFO pid=1737 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-12 21:27:55,884 INFO pid=8057 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-12 21:27:55,906 INFO pid=8057 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-12 21:27:55,913 INFO pid=8057 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-12 21:27:55,916 INFO pid=8057 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-12 21:27:55,916 INFO pid=8057 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-12 21:33:40,717 INFO pid=9194 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-12 21:33:40,734 INFO pid=9194 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-12 21:33:40,741 INFO pid=9194 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-12 21:33:40,767 INFO pid=9194 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-12 21:33:40,767 INFO pid=9194 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-12 21:35:28,006 INFO pid=10485 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-12 21:35:28,020 INFO pid=10485 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-12 21:35:28,030 INFO pid=10485 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-12 21:35:28,047 INFO pid=10485 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-12 21:35:28,047 INFO pid=10485 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-12 21:37:43,940 INFO pid=12230 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-12 21:37:43,972 INFO pid=12230 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-12 21:37:43,993 INFO pid=12230 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-12 21:37:44,014 INFO pid=12230 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-12 21:37:44,014 INFO pid=12230 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-12 21:47:30,434 INFO pid=17159 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-12 21:47:30,445 INFO pid=17159 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-12 21:47:30,463 INFO pid=17159 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-12 21:47:30,488 INFO pid=17159 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-12 21:47:30,488 INFO pid=17159 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-13 03:46:11,554 INFO pid=21541 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-13 03:46:11,586 INFO pid=21541 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-13 03:46:11,653 INFO pid=21541 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-13 03:46:11,717 INFO pid=21541 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-13 03:46:11,743 INFO pid=21541 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-13 04:02:27,539 INFO pid=591 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-13 04:02:27,551 INFO pid=591 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-13 04:02:27,564 INFO pid=591 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-13 04:02:27,575 INFO pid=591 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-13 04:02:27,575 INFO pid=591 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-13 04:15:40,412 INFO pid=4718 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-13 04:15:40,419 INFO pid=4718 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-13 04:15:40,429 INFO pid=4718 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-13 04:15:40,438 INFO pid=4718 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-13 04:15:40,438 INFO pid=4718 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-13 04:18:41,898 INFO pid=6111 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-13 04:18:41,898 INFO pid=6111 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-13 04:18:41,904 INFO pid=6111 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-13 04:18:41,926 INFO pid=6111 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-13 04:18:41,926 INFO pid=6111 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-13 14:05:46,526 INFO pid=28198 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-13 14:05:46,540 INFO pid=28198 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-13 14:05:46,554 INFO pid=28198 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-13 14:05:46,574 INFO pid=28198 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-13 14:05:46,574 INFO pid=28198 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-13 14:47:33,479 INFO pid=6020 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-13 14:47:33,500 INFO pid=6020 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-13 14:47:33,542 INFO pid=6020 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-13 14:47:33,595 INFO pid=6020 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-13 14:47:33,595 INFO pid=6020 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-19 06:30:11,844 INFO pid=3203 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-19 06:30:11,847 INFO pid=3203 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-19 06:30:11,851 INFO pid=3203 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-19 06:30:11,869 INFO pid=3203 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-19 06:30:11,869 INFO pid=3203 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-02-24 20:38:10,753 INFO pid=3134 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-02-24 20:38:10,759 INFO pid=3134 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-02-24 20:38:10,765 INFO pid=3134 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-02-24 20:38:10,781 INFO pid=3134 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-02-24 20:38:10,782 INFO pid=3134 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-03-28 07:28:57,246 INFO pid=3158 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-03-28 07:28:57,254 INFO pid=3158 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-03-28 07:28:57,257 INFO pid=3158 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-03-28 07:28:57,272 INFO pid=3158 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-03-28 07:28:57,272 INFO pid=3158 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-04-11 11:05:50,141 INFO pid=3948 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-04-11 11:05:50,166 INFO pid=3948 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-04-11 11:05:50,171 INFO pid=3948 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-04-11 11:05:50,175 INFO pid=3948 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-04-11 11:05:50,175 INFO pid=3948 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-04-11 11:06:53,123 INFO pid=5139 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-04-11 11:06:53,123 INFO pid=5139 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-04-11 11:06:53,125 INFO pid=5139 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-04-11 11:06:53,143 INFO pid=5139 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-04-11 11:06:53,143 INFO pid=5139 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-06-05 12:47:04,829 INFO pid=3115 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-06-05 12:47:04,832 INFO pid=3115 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-06-05 12:47:04,835 INFO pid=3115 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-06-05 12:47:04,851 INFO pid=3115 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-06-05 12:47:04,851 INFO pid=3115 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-06-06 09:04:48,737 INFO pid=2148 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-06-06 09:04:48,752 INFO pid=2148 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
