2020-08-16 18:00:46,351 INFO pid=18873 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-06-06 09:04:48,761 INFO pid=2148 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-06-06 09:04:48,765 INFO pid=2148 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-06-06 09:04:48,765 INFO pid=2148 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-06-06 09:48:21,793 INFO pid=1975 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-06-06 09:48:21,805 INFO pid=1975 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-06-06 09:48:21,811 INFO pid=1975 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-06-06 09:48:21,835 INFO pid=1975 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-06-06 09:48:21,835 INFO pid=1975 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-06-22 21:41:09,637 INFO pid=735607 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-06-22 21:41:09,640 INFO pid=735607 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-06-22 21:41:09,646 INFO pid=735607 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-06-22 21:41:09,662 INFO pid=735607 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-06-22 21:41:09,662 INFO pid=735607 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-06-22 21:43:51,732 INFO pid=737654 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-06-22 21:43:51,744 INFO pid=737654 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-06-22 21:43:51,751 INFO pid=737654 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-06-22 21:43:51,774 INFO pid=737654 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-06-22 21:43:51,774 INFO pid=737654 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-06-22 21:50:33,910 INFO pid=739737 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-06-22 21:50:33,913 INFO pid=739737 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-06-22 21:50:33,918 INFO pid=739737 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-06-22 21:50:33,920 INFO pid=739737 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-06-22 21:50:33,920 INFO pid=739737 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-06-22 22:02:42,888 INFO pid=747071 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-06-22 22:02:42,897 INFO pid=747071 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-06-22 22:02:42,902 INFO pid=747071 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-06-22 22:02:42,906 INFO pid=747071 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-06-22 22:02:42,906 INFO pid=747071 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-06-22 22:07:32,457 INFO pid=751124 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-06-22 22:07:32,461 INFO pid=751124 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-06-22 22:07:32,463 INFO pid=751124 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-06-22 22:07:32,465 INFO pid=751124 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-06-22 22:07:32,465 INFO pid=751124 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-06-22 22:19:56,794 INFO pid=758465 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-06-22 22:19:56,862 INFO pid=758465 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-06-22 22:19:56,949 INFO pid=758465 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-06-22 22:19:56,962 INFO pid=758465 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-06-22 22:19:56,962 INFO pid=758465 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-06-22 22:23:46,064 INFO pid=759580 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-06-22 22:23:46,113 INFO pid=759580 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-06-22 22:23:46,162 INFO pid=759580 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-06-22 22:23:46,190 INFO pid=759580 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-06-22 22:23:46,190 INFO pid=759580 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-06-22 22:27:17,389 INFO pid=760261 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-06-22 22:27:17,389 INFO pid=760261 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-06-22 22:27:17,392 INFO pid=760261 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-06-22 22:27:17,418 INFO pid=760261 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-06-22 22:27:17,418 INFO pid=760261 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-06-22 22:32:26,316 INFO pid=762897 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-06-22 22:32:26,337 INFO pid=762897 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-06-22 22:32:26,339 INFO pid=762897 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-06-22 22:32:26,377 INFO pid=762897 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-06-22 22:32:26,377 INFO pid=762897 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-06-22 22:34:48,885 INFO pid=763523 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-06-22 22:34:48,886 INFO pid=763523 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-06-22 22:34:48,888 INFO pid=763523 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-06-22 22:34:48,898 INFO pid=763523 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-06-22 22:34:48,899 INFO pid=763523 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
2021-06-22 22:37:31,704 INFO pid=763764 tid=MainThread file=regex_loader.py:__init__:20 | Init Regex Loader...
2021-06-22 22:37:31,705 INFO pid=763764 tid=MainThread file=regex_conf.py:_read_conf:28 | Get tokens from field_extraction_token.conf
2021-06-22 22:37:31,710 INFO pid=763764 tid=MainThread file=regex_conf.py:_read_conf:31 | Get the fields from field_extraction_field.conf
2021-06-22 22:37:31,718 INFO pid=763764 tid=MainThread file=regex_tokenizer.py:__init__:12 | Init tokenizer...
2021-06-22 22:37:31,718 INFO pid=763764 tid=MainThread file=regex_generator.py:__init__:13 | Init Generator...
